昵称,地区,时间,评论
单反.,福建,2024-07-23 15:31:02,雷总我学会了，但是我的 su7 呢[泪奔][泪奔][泪奔]
因为有你,湖北,2024-07-23 15:23:03,能不能让我挑一辆，[尬笑]
VancL•抖音小店,河南,2024-07-23 14:53:02,雷子，别打我[尬笑]
陌离,内蒙古,2024-07-23 14:49:40,我也想漂移，可以送我一辆吗
Ad钙,重庆,2024-07-23 14:05:26,军儿   车我安排了  能不能给我整个音质好的音响[看]
天,河南,2024-07-23 13:52:34,雷儿，如果你用这张图片当头像，我就买一辆小米su7和一台红米k70至尊版，说到做到就是我的忍道
▄█▀█●,广东,2024-07-23 13:47:03,对不起雷总[流泪][流泪][流泪]
mi3368168,广东,2024-07-23 13:39:15,雷总，听了你的操作，结果为什么不一样
强👍哥🌈,广东,2024-07-23 13:34:07,我不信，你下来让我来试试[看]
云蕾🌻,辽宁,2024-07-23 13:30:57,挂几档啊？二挡么[不失礼貌的微笑]用不用踩离合
Freya 芙蕾娅,四川,2024-07-23 13:28:02,我还搁着刷评论呢，发现雷总真换成网友们说的那个头像了[泪奔][泪奔][泪奔]
程先生,福建,2024-07-23 13:27:44,我学车就是为了买su7
❤️柒月,江西,2024-07-23 13:20:58,军哥，我会了，su7哪里领[捂脸]
翊君,广东,2024-07-23 13:06:40,军儿，你要是换这个照片当头像，我就买一辆小米Su7[灵机一动]
机甲勇士,广东,2024-07-23 12:50:00,雷 ，带我漂可行
卡卡不哭,河北,2024-07-23 12:49:51,都不知道这是谁，谁告诉下
ʚ落ɞ,四川,2024-07-23 12:41:48,要是出油电混动说实话，我直接买。真的，雷总，考虑一下我的建议，在北方或西北高寒高海拔路陡的地区不适合纯电汽车，路又长又远，充电慢，至少半个小时，油电混动走远路就方便了
1988,河南,2024-07-23 12:37:14,主打一个听劝[捂脸]。 这头像换的
边牧小芒果,安徽,2024-07-23 12:29:03,雷总，你用这个当头像，我买苏7
玫瑰海/🌊,云南,2024-07-23 12:06:51,军儿，如果你用这个当头像能不能给我一辆小米su7[泣不成声][泣不成声]
熊什么江江,浙江,2024-07-23 12:05:45,这位大叔两千多万粉丝，一年赚个两百万没有问题吧。
飞扬过海 王茅湖北区域经销商,湖北,2024-07-23 11:28:39,哈哈，雷总真的用了这张帅照当了头像[大笑][大笑][大笑][大笑][赞][赞][赞][赞]
树洞阅读,山东,2024-07-23 10:35:51,军儿有出息了，能接到小米的广告，也是好起来了[看]
拾  光,甘肃,2024-07-23 10:31:23,"雷军：卖一辆很难吗？
销售：……[微笑][微笑][微笑]"
活着就好,宁夏,2024-07-23 10:28:49,ok，先生我学会了，请问车在哪里领。[泣不成声]
桃子吖🧡,广西,2024-07-23 10:20:17,"小米卫生巾，能不能出一下卫生巾，太贵了，女生真的好难！
 雷总，你真会啊[九转大肠][九转大肠][九转大肠]"
clever.,山西,2024-07-23 10:01:11,军儿我觉得被你带着也特别过瘾[流泪]
宋*先生🌈,山东,2024-07-23 09:55:52,雷总，我已经学会漂移了，还差一辆小米su7车，想要一辆霞光紫，昨天去小米店看了一下空调冰箱电视，准备结婚买家具就买小米的巨省电空调还有双开门大冰箱电视小米插头
用户11498028125,江苏,2024-07-23 09:54:18,"雷总用su7和你这个视频学漂移翻车了 包换不 包换马上就买"
澡堂刘师傅,河南,2024-07-23 09:41:05,@也☁️ @Z同学 @Evis @源yyyyyy... @嗯呐 @🐯本Dias🤩 @黄昏永眷落日 @小心小新 @困死我了 @🐡 @没空也睡觉 @逢南枝 @🌍 @王師傅 @斑马总在落星田里看星星 @Bioon @杨子栋 @Cx45 @🗼
陌寒,西藏,2024-07-23 09:33:55,能不能把小米苏七植入极品飞车里面[捂脸]
甯童,江西,2024-07-23 09:30:07,这个有诱导年轻人玩违法漂移哦
梓萱,河南,2024-07-23 08:59:23,雷总，我是你失散多年的妹妹，雷赘[比心]
哦呀洗,山东,2024-07-23 08:45:00,评论区大多数人别试了，后驱车才行，前驱车可不行[看]
今天烤乳猪,浙江,2024-07-23 07:41:59,第一次有人教，还是雷军[捂脸]
侃叔来啦,河北,2024-07-23 07:15:42,雷总，我前面这种能漂移不
广东锦联系统门窗！李闯,浙江,2024-07-23 07:10:27,雷总不是油门，要纠正一下，是电门，没有油，哪来的油门？这叫专业的术语。
41671,甘肃,2024-07-23 02:44:15,雷总，怎么样，[看][看][看]
呦呼,山西,2024-07-23 01:43:52,雷总终于好起来了  接上广告了都  祝雷总明天就开始月入过万
事事楠.,广东,2024-07-23 01:09:00,看看这玩意[尬笑]
五星评论员麦克阿瑟,广西,2024-07-23 00:15:55,敢惹营销之王，他可是能给客户开门的富豪[泪奔]
仔黑,广东,2024-07-23 00:13:54,雷哥，如果你换这个图片当头像，我就买不起小米us7[呲牙]
乐子人,安徽,2024-07-23 00:03:10,军儿，如果你用这个照片当头像，你就买一辆小米su7给我[OK]
谢谢航哥哥,四川,2024-07-22 23:57:32,听我一句劝，别和神仙刚，别和雷神刚，营销可以让你买一百台。
思颖,湖北,2024-07-22 23:56:28,他咋这么喜欢给小米打广告
福林隆精品实木家具,江西,2024-07-22 23:56:08,3000多块，我买了一张床，大家说划算吗
汪小七,上海,2024-07-22 23:55:25,雷总，高低给我安排一台，现在强得可怕
丶毅毅毅毅毅毅,广东,2024-07-22 23:31:34,能不能再多提醒一句，再专用的场地漂移，这样介绍很容易误导年轻人，希望不要这样推广自己的产品。祝大家用车出入平安。
玖頭鳥,云南,2024-07-22 23:31:25,雷总，不要瞎搞呀[捂脸][捂脸]不良引导哟
DNF恋恋,广东,2024-07-22 23:26:16,现实中谁敢这样玩啊 [捂脸]
氵永斤欠ᴹᴬᴷᴱᵁᴾ,广东,2024-07-22 23:23:56,雷总，请问一下，如果到2055年，公司还有65岁的员工，您怎么看[泣不成声]
才哥,广西,2024-07-22 23:20:28,这样特别烧油
安AN.,广东,2024-07-22 23:12:43,军儿，如果你用这个照片当头像，就给我买一辆小米su7[OK]
小七爱吃鱼,广西,2024-07-22 22:55:16,雷总你太努力了
🌈挚盎🌈,河南,2024-07-22 22:49:14,预算2500，平常拍照玩游戏看小说刷视频比较多，内存256G，求推荐
可可,广东,2024-07-22 22:35:07,雷总真的换头像了
茉莉&,浙江,2024-07-22 22:34:21,[得意]
思.落,北京,2024-07-22 22:33:23,有幸到现场
天干地空,浙江,2024-07-22 22:31:12,可以这样吗？ “小爱同学，帮我甩个漂移”[捂脸]
锋驰天下,上海,2024-07-22 22:17:09,电车为啥有烟[发呆]
我不愿让你一个人,福建,2024-07-22 22:11:50,看小米电视，守护眼睛，因为，没两天就黑屏了[看]
振小ᝰ华仔,广东,2024-07-22 22:09:22,"雷总 我买了那个小米吸尘器坏了不保修
售后说进水了"
用户2492507191830,天津,2024-07-22 22:09:17,小米又出轮胎了是吗
活力安可_,天津,2024-07-22 22:08:54,@好大一只胖头🐟 @iX_Lee @诗绘理 @马踏祁连 @X^ @fly @山水如故 @bry. @yeeee- @无语公主 @T^T @风伴夜
楼下的卡布奇诺,广东,2024-07-22 22:07:51,雷小妹，马小娟，芸姐第三的到底是谁[抠鼻][抠鼻][抠鼻]
迈格公司,浙江,2024-07-22 22:02:35,电车都踩冒烟了[灵机一动]
大同刘亦菲,山西,2024-07-22 21:51:39,军儿，您下次抗着车跑可以不，我就买你扛起来的那台[比心]
Money and lovers,四川,2024-07-22 21:51:15,刚看到的宣传片
代号#007,广东,2024-07-22 21:48:57,准备卖小米轮胎了？
54 71,河南,2024-07-22 21:48:49,雷冖，你车我先开走了[舔屏]
陈不住气,新疆,2024-07-22 21:47:36,漂移入门教程： 1、关闭电子稳定系统 2、方向打一圈半左右 3、自动档打开运动模式，手动档挂一档 4、油门一脚到底，马力大的酌情踩轻点 5、起飘反打方向 6、打开双闪灯 7、报保险 8、叫拖车 9、视情况拨打120和110、10、修车 住院
嗯嗯,上海,2024-07-22 21:47:29,军儿，如果你打算进军相机行业，就换这个照片当头像暗示一下[OK]
爱上柚子的猫,浙江,2024-07-22 21:47:26,别漂移了，小米14总是系统无响应，还能不能做手机了
别为ai过界,四川,2024-07-22 21:41:46,雷总，我想问一下，如果漂移的时候侧翻底盘朝天的时候可以直接把电池甩飞吗
多补唯C,山西,2024-07-22 21:35:49,@云边有只羊❣ @何首乌 @今天早早睡觉 @佛罗伦萨de民🔱 @War and Peace @折伞. @坏人 @煩訴情 @派大星星 @可爱凯🤪🤪 @石锅拌饭睡觉 @沐丶
楹茗,黑龙江,2024-07-22 21:32:40,学会了缺一辆su7[绿帽子][看]
陈诚.,广东,2024-07-22 21:28:19,有谁知道这个头盔多少钱？
钟哥@神农架野人,湖北,2024-07-22 21:26:07,我坐在客厅分析了一下：有钱人才会拿来漂移[捂脸]
虧欠,山西,2024-07-22 21:26:00,@不吃早餐🌧 @螚男 @RR-1 @冰岛.
落幕,陕西,2024-07-22 21:25:11,看了你的视频，我用我的捷达试了一下
有个锤子🔨,广东,2024-07-22 21:24:52,军儿，啥时候拍电影了？
鑫煜故事,福建,2024-07-22 21:22:17,我随便发一条，雷总的车载香氛系统真的真的真的不好用第一点，香水罐与头部机器车辆行驶震动很容易松动分离一些，第二点，充电口那个防尘帽会自动脱落出来，塞紧了也一样时间问题，第三点最重点就是定时喷几天会形成香水积液堵住出雾口，严重甚至往旁边乱流，黏糊糊，贼讨厌！有幸雷总能看到的话就改进一下吧。[抱抱你][抱抱你]
文欧潮品,广东,2024-07-22 21:16:53,军儿，如果你去我店铺买一件衣服的话，我就买一辆小米su7，并且我店铺头像用你的
哥谭热心市民,浙江,2024-07-22 21:16:48,雷总，学会了，我的su7去哪里领
日照江河,山西,2024-07-22 21:15:54,真帅，听到了发动机的咆哮声
梦泪大王,重庆,2024-07-22 21:15:36,@·_· @111 你们给我买一辆  我给你们漂移
达州搞智能（智品居官方）,四川,2024-07-22 21:15:05,这是电车 为什么有油门[捂脸]
维多利亚全是秘密,黑龙江,2024-07-22 21:08:22,
玖尾,广东,2024-07-22 21:04:38,
老羊发箍,吉林,2024-07-22 20:45:49,雷总这么有流量的视频不打算接个广告吗
话里人.,四川,2024-07-22 20:44:43,雷总 飘逸靠技术 不是靠车
杀阡陌🌈,四川,2024-07-22 20:39:28,简单，不就是漂移嘛，看一眼就学会了，请问雷总小米SU7那里领[思考]
本人已不存在,广东,2024-07-22 20:37:52,你那叫踩电门，不叫踩油门[呲牙][呲牙][呲牙]
程呈晨诚尘承成盛饭啊,广东,2024-07-22 20:36:52,军儿，如果你用这个照片当头像，我就买一辆小米su7[OK]
杜氏丽人,新疆,2024-07-22 20:34:10,@忧郁小猫 @驰翱🇨🇳 学会了
ZZD,江西,2024-07-22 20:33:23,雷总，想跟你拜师学艺
土家柱子,浙江,2024-07-22 20:29:38,为啥雷军说造车三年就成了，贾跃亭二十年也没成
小小公子,江西,2024-07-22 20:28:57,雷总，咋啥时候造火箭[色]
flydjj,福建,2024-07-22 20:27:56,爸，你这头像真帅
今朝酒庄爱唱歌的杨庄主🎤,广东,2024-07-22 20:18:32,卖车的教人家玩漂移，是🉑以旧换新吗？[灵机一动]
Yopihk,河南,2024-07-22 20:17:34,@不可或缺的好空气 我等着你开着小米su7带我漂移的那天。
是似水年华哈,广东,2024-07-22 20:16:43,雷老板[赞]这车要多少钱啊[呲牙]好让我提前凑凑啊[呲牙]
无忧🍀,陕西,2024-07-22 20:15:41,雷总，你如果用这个照片当头像，就给我买一辆小米su7
揪着隔壁村村花锤,广东,2024-07-22 20:14:27,此图含金量特别高[你不大行]
沧桑de徊忆,广东,2024-07-22 20:08:35,嗯！终于学会了，车也学废了[流泪]
🌈暮雨纷纷,广东,2024-07-22 20:01:44,雷军，我这个什么时候发货[看]
做个线虫,广东,2024-07-22 19:47:06,@穿什么睡裤好 @Yu EEEEE @八幡 @嫑哥 @用户3724573938787 @胡桃木 @小露 @爱自有天意. @原谷 @我要吃早饭 @_M @Dinarsour🦕 @超人怎么不会飞 @我今日就要带距走 @○○ 嗯学会了谁跟我坐
漩涡,广西,2024-07-22 19:45:43,雷总，很简单的，有手就行。（只限后驱）[呲牙]
水果同学,河南,2024-07-22 19:45:01,想来一把已读乱回  你们那热不热啊[微笑][微笑][微笑][微笑]
嘉宾🙄,四川,2024-07-22 19:44:14,雷总这个示范就怕当年许多人效仿古惑仔，慎重
🌈🌈彩虹🌈🌈,河北,2024-07-22 19:43:24,小米手机打电话屏幕掉了，里面还是旧的[捂脸]
人间无事人！,江苏,2024-07-22 19:35:53,雷总有没有想法进军医疗行业，现在的医疗的水深如渊
夜来听雨声,贵州,2024-07-22 19:34:49,这位兄弟买了没？[看][看][看]
风止意难平,湖北,2024-07-22 19:30:12,雷总真忙，又是代言小米手机，又是代言小米汽车[捂脸]
江月望晚秋,山东,2024-07-22 19:25:58,军儿，如果你用这个照片当头像，你就给我买一辆小米su7[OK]
云南白药,河北,2024-07-22 19:17:00,能给我一个工作吗 找了好久都没找到[泣不成声][泣不成声]
AJ花心i,广东,2024-07-22 19:16:51,这不是电车吗？怎么有油门呢？
山东大儒☘️,山东,2024-07-22 19:16:18,雷总，请问您给小米su7打广告，小米给您多少代言费[九转大肠]
红旗- 神秘人,浙江,2024-07-22 19:05:43,电动车控制器我换了八个。[比心][比心][比心]听你的话，我电机烧坏了七个。[呲牙][呲牙][呲牙]请问老板保修吗？[耶][耶][耶]
柠檬🍋少年,广东,2024-07-22 19:00:18,兄弟你的小米苏 7 也发出来看看
🌰🌧️🍊,浙江,2024-07-22 18:59:39,@给我沈点吃 @今天也很帅 @纠啾糾洁 @纯情忧郁大鼻嘎（何秋亊女朋友版） 喜欢[流泪]
小陈有money,四川,2024-07-22 18:58:58,爸，妈叫我给你说回来的时候买两番茄，今晚吃番茄炒蛋
被情绪填满,新疆,2024-07-22 18:56:07,未来的小米[看]
祖玛卫士,湖南,2024-07-22 18:55:46,电车，踩油门？这么不严谨的吗？[看]
开开心心的福宝,重庆,2024-07-22 18:52:36,楼下的快买
Lion king,河南,2024-07-22 18:47:53,他是真的在亲自示范！
瓦岗寨,广东,2024-07-22 18:47:00,雷总，听说你没有儿子，不嫌弃的话我想给您养老～
别,湖南,2024-07-22 18:40:27,这张拍的好，气势十足，为小米汽车而战。
拾荒·者💋,新疆,2024-07-22 18:36:18,你这句话还让人多少开着小米玩漂移，很多人不是专业的会出事故的
🌈安天天🌈,福建,2024-07-22 18:34:20,开车在路上看到了小米su.7，好帅
诸葛昊天,广东,2024-07-22 18:33:49,你自己先飘一下[抠鼻][抠鼻]不要换替身的那种
天诩石英玉石-刘先森,山东,2024-07-22 18:33:27,油门这词该换了，叫电门
三楼野生丈母娘,广东,2024-07-22 18:31:55,雷总，我真的很想买su7，但是只有10w的预算，怎么办
十七的故事,江西,2024-07-22 18:28:05,雷总，能不能造一辆烧油的小踏板。现在合资的太贵了。动不动一万多。老百姓买不起啊。你要造一辆卖个四五千。全中国老百姓都会感谢你。[感谢][感谢][感谢][感谢][感谢][感谢][感谢]
张夷帅,广东,2024-07-22 18:25:06,雷总，什么时候搞房地产，我想住小米之家[赞][赞]
美团骑手梁哥,江苏,2024-07-22 18:24:32,雷总 我祝您年入百万
洛洛,广东,2024-07-22 18:22:05,这样玩车容易坏吗
隔壁藤原家的拓海,安徽,2024-07-22 18:19:16,我用718漂移不香吗
沙漠里果树,河北,2024-07-22 18:16:56,翻车了雷总的责任
李干嘛！哎嗐哟~,北京,2024-07-22 18:14:13,我嘞个行动派呀[捂脸]
心淡134,山东,2024-07-22 18:11:25,雷总好！～～叫你换头像那家伙的买车订单收到了吗[捂脸][捂脸]
FFFF，,新疆,2024-07-22 18:10:38,可以问一下这个车多少钱吗，如果雷哥愿意先给我开，然后每个月付一点儿钱[尬笑]，那就好了
Giulia与我,广东,2024-07-22 18:04:34,雷总，为了各位能开上宝时米和未来开上法拉米的用户们，操碎了心[捂脸][捂脸][捂脸]头发都掉了好多
李万,山东,2024-07-22 18:01:15,爹，我做中央空调的，
